"Name","DefFile","DefLine","Refs","RefsDollar","RefsAt","RefsAmp"
"UAUXT_POPUP_INICIAL","resources\data\uauxt_data.resource","23","3","3","0","0"
"UAUXT_SUBMENU_EMISSAO_PAGAMENTOS_TEXTO","resources\data\uauxt_menu_data.resource","58","3","3","0","0"
"UAUXT_SUBMENU_GESTAO_VENDAS_TEXTO","resources\data\uauxt_menu_data.resource","60","3","3","0","0"
"UAUXT_SUBMENU_RESUMO_VENDA_TEXTO","resources\data\uauxt_menu_data.resource","61","3","3","0","0"
"UAUXT_SUBMENU_VENDAS_TEXTO","resources\data\uauxt_menu_data.resource","59","3","3","0","0"
"VENDAS_RESUMO_TELA_LOCATOR","resources\data\vendas_data.resource","42","3","3","0","0"
"VENDAS_RESUMO_TEMPO_MAX_ABERTURA_MS","resources\data\vendas_data.resource","61","3","3","0","0"
"VENDAS_TIMEOUT_PADRAO","resources\data\vendas_data.resource","59","3","3","0","0"
"VS_EXE","resources\data\vs_data.resource","8","3","3","0","0"
"all_windows","resources\apps\compilador.resource","147","4","2","2","0"
"candidatos","resources\apps\uauxt.resource","140","4","4","0","0"
"ctrl","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","103","4","4","0","0"
"ctrl","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","160","4","4","0","0"
"DIAG_WINDOW_TITLE_REGEX","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","13","4","4","0","0"
"DIAG_WINDOW_TITLE_REGEX","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","12","4","4","0","0"
"em_execucao","resources\core\ui_helpers.resource","28","4","4","0","0"
"em_execucao","resources\core\ui_helpers.resource","34","4","4","0","0"
"EMPRESA_PADRAO","tests\90_examples\06_contas_pagar_filtro_confirmacao.robot","8","4","4","0","0"
"EMPRESA_PADRAO","tests\90_examples\09_fluxo_completo_contas_pagar_dvq.robot","9","4","4","0","0"
"expr_icones","resources\apps\uauxt.resource","370","4","4","0","0"
"expr_icones","resources\apps\uauxt.resource","279","4","4","0","0"
"mapped","tests\90_examples\18_discovery_toolbar_buttons.robot","22","4","4","0","0"
"mapped","resources\apps\uauxt_grid.resource","511","4","4","0","0"
"perfil_normalizado","resources\domains\pessoas.resource","65","4","4","0","0"
"score","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","64","4","4","0","0"
"score","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","45","4","4","0","0"
"tempo_s","resources\core\sync.resource","55","4","4","0","0"
"tempo_s","resources\core\sync.resource","72","4","4","0","0"
"UAUXT_GRID_BATCH_COMMIT_DELAY_MS","resources\data\uauxt_grid_data.resource","29","4","4","0","0"
"UAUXT_GRID_BATCH_MOVE_DELAY_MS","resources\data\uauxt_grid_data.resource","27","4","4","0","0"
"UAUXT_GRID_BATCH_TYPE_DELAY_MS","resources\data\uauxt_grid_data.resource","28","4","4","0","0"
"UAUXT_MENU_ICONE_CAPACETE_GLYPH","resources\data\uauxt_menu_data.resource","39","4","4","0","0"
"UAUXT_SUBMENU_CONTAS_A_PAGAR_TEXTO","resources\data\uauxt_menu_data.resource","55","4","4","0","0"
"VALOR_CONFIRMADO","tests\90_examples\06_contas_pagar_filtro_confirmacao.robot","9","4","4","0","0"
"VALOR_CONFIRMADO","tests\90_examples\09_fluxo_completo_contas_pagar_dvq.robot","10","4","4","0","0"
"VALOR_DVQ","tests\90_examples\08_preencher_dvq_grid_processos_pagamento.robot","11","4","4","0","0"
"VENDAS_DELAY_APOS_TOOLBAR_MS","resources\data\vendas_data.resource","65","4","4","0","0"
"VENDAS_RESUMO_TOOLBAR_CLASS","resources\data\vendas_data.resource","56","4","4","0","0"
"aberto","resources\apps\compilador.resource","16","5","5","0","0"
"aberto","resources\apps\visual_studio.resource","14","5","5","0","0"
"caminho_log","resources\apps\uauxt.resource","230","5","5","0","0"
"caminho_log","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","133","5","5","0","0"
"cell_value","resources\apps\uauxt_grid.resource","215","5","5","0","0"
"cell_value","resources\apps\uauxt_grid.resource","207","5","5","0","0"
"DIAG_TARGET_TEXT","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","11","5","5","0","0"
"DIAG_TARGET_TEXT","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","11","5","5","0","0"
"doc_bottom","resources\apps\uauxt.resource","367","5","5","0","0"
"doc_bottom","resources\apps\uauxt.resource","278","5","5","0","0"
"doc_left","resources\apps\uauxt.resource","276","5","5","0","0"
"doc_left","resources\apps\uauxt.resource","364","5","5","0","0"
"doc_top","resources\apps\uauxt.resource","277","5","5","0","0"
"doc_top","resources\apps\uauxt.resource","366","5","5","0","0"
"INDICE_ICONE_TESTE","tests\90_examples\12_testar_clique_por_indice_menu_lateral.robot","7","5","5","0","0"
"limit","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","158","5","5","0","0"
"limit","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","58","5","5","0","0"
"msg","tests\90_examples\18_discovery_toolbar_buttons.robot","36","5","5","0","0"
"msg","resources\apps\compilador.resource","133","5","5","0","0"
"sstabs","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","91","5","5","0","0"
"TFS_PASTA_ALVO","resources\data\vs_data.resource","16","5","5","0","0"
"UAUXT_SUBMENU_GESTAO_FINANCEIRA_TEXTO","resources\data\uauxt_menu_data.resource","54","5","5","0","0"
"UAUXT_TIMEOUT_GRID","resources\data\uauxt_menu_data.resource","78","5","5","0","0"
"CODIGO_BANCO","tests\90_examples\14_alterar_banco_conta_pagamento_grid.robot","10","6","6","0","0"
"CODIGO_CONTA","tests\90_examples\14_alterar_banco_conta_pagamento_grid.robot","11","6","6","0","0"
"elem","resources\apps\visual_studio.resource","81","6","6","0","0"
"elem","resources\apps\visual_studio.resource","98","6","6","0","0"
"elem","resources\apps\visual_studio.resource","70","6","6","0","0"
"icone","resources\apps\uauxt.resource","145","6","6","0","0"
"icone","resources\apps\uauxt.resource","269","6","6","0","0"
"icone","resources\apps\uauxt.resource","128","6","6","0","0"
"indice","resources\apps\uauxt.resource","268","6","6","0","0"
"LINHA_FINAL_DVQ","tests\90_examples\08_preencher_dvq_grid_processos_pagamento.robot","13","6","6","0","0"
"LINHA_FINAL_DVQ","tests\90_examples\09_fluxo_completo_contas_pagar_dvq.robot","12","6","6","0","0"
"LINHA_INICIAL_DVQ","tests\90_examples\09_fluxo_completo_contas_pagar_dvq.robot","11","6","6","0","0"
"LINHA_INICIAL_DVQ","tests\90_examples\08_preencher_dvq_grid_processos_pagamento.robot","12","6","6","0","0"
"pane","resources\apps\visual_studio.resource","80","6","6","0","0"
"pane","resources\apps\visual_studio.resource","69","6","6","0","0"
"pane","resources\apps\visual_studio.resource","97","6","6","0","0"
"row_indexes","resources\apps\uauxt_grid.resource","297","6","2","4","0"
"UAUXT_EXE","resources\data\uauxt_data.resource","8","6","6","0","0"
"UAUXT_MENU_FINANCEIRO_INDICE","resources\data\uauxt_menu_data.resource","38","6","6","0","0"
"UAUXT_SUBMENU_FINANCEIRO_TEXTO","resources\data\uauxt_menu_data.resource","53","6","6","0","0"
"VS_JANELA_PRINCIPAL","resources\data\vs_data.resource","9","6","6","0","0"
"COMPILADOR_JANELA","resources\data\compilador_data.resource","10","7","7","0","0"
"rows_count","resources\apps\uauxt_grid.resource","547","7","7","0","0"
"rows_count","resources\apps\uauxt_grid.resource","528","7","7","0","0"
"UAUXT_GRID_PROCESSOS_PAGAMENTO_TARGET_TEXT","resources\data\uauxt_grid_data.resource","9","7","7","0","0"
"name","tests\90_examples\18_discovery_toolbar_buttons.robot","33","8","8","0","0"
"name","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","167","8","8","0","0"
"name","resources\apps\compilador.resource","97","8","8","0","0"
"PASTA_SAIDA","resources\data\compilador_data.resource","11","8","8","0","0"
"qtd","resources\apps\uauxt_grid.resource","629","8","8","0","0"
"qtd","resources\apps\uauxt_grid.resource","616","8","8","0","0"
"qtd","tests\90_examples\10_contabilizar_processos_contas_pagar.robot","12","8","8","0","0"
"tempo_abertura_ms","resources\domains\vendas.resource","17","8","8","0","0"
"tempo_abertura_ms","resources\apps\uauxt_financeiro.resource","14","8","8","0","0"
"tempo_abertura_ms","resources\apps\uauxt_vendas.resource","35","8","8","0","0"
"tempo_abertura_ms","resources\domains\financeiro.resource","27","8","8","0","0"
"fim","resources\apps\uauxt_grid.resource","291","9","9","0","0"
"fim","resources\core\sync.resource","70","9","9","0","0"
"fim","resources\core\sync.resource","53","9","9","0","0"
"icones_coluna","resources\apps\uauxt.resource","262","9","9","0","0"
"icones_coluna","resources\apps\uauxt.resource","281","9","9","0","0"
"icones_coluna","resources\apps\uauxt.resource","372","9","9","0","0"
"icones_coluna","resources\apps\uauxt.resource","137","9","9","0","0"
"count","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","92","10","10","0","0"
"count","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","41","10","10","0","0"
"count","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","156","10","10","0","0"
"item","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","61","10","10","0","0"
"locators","resources\domains\contas_pagar.resource","77","10","0","10","0"
"locators","resources\domains\contas_pagar.resource","103","10","0","10","0"
"locators","resources\domains\contas_pagar.resource","84","10","0","10","0"
"locators","resources\apps\uauxt.resource","198","10","0","10","0"
"locators","resources\domains\contas_pagar.resource","62","10","0","10","0"
"UAUXT_GRID_TARGET_TEXT","resources\data\uauxt_grid_data.resource","8","10","10","0","0"
"valor","resources\core\ui_helpers.resource","60","10","10","0","0"
"inicio","resources\apps\uauxt_grid.resource","290","11","11","0","0"
"inicio","resources\core\sync.resource","51","11","11","0","0"
"inicio","resources\core\sync.resource","68","11","11","0","0"
"bottom","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","68","12","12","0","0"
"bottom","resources\apps\uauxt.resource","381","12","12","0","0"
"bottom","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","83","12","12","0","0"
"bottom","resources\apps\uauxt_grid.resource","38","12","12","0","0"
"bottom","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","107","12","12","0","0"
"bottom","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","171","12","12","0","0"
"clicou","resources\apps\uauxt.resource","207","12","12","0","0"
"clicou","resources\apps\uauxt.resource","178","12","12","0","0"
"clicou","resources\apps\uauxt.resource","183","12","12","0","0"
"clicou","resources\core\sync.resource","24","12","12","0","0"
"clicou","resources\apps\uauxt.resource","174","12","12","0","0"
"clicou","resources\apps\uauxt.resource","209","12","12","0","0"
"left","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","65","12","12","0","0"
"left","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","104","12","12","0","0"
"left","resources\apps\uauxt_grid.resource","35","12","12","0","0"
"left","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","80","12","12","0","0"
"left","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","168","12","12","0","0"
"left","resources\apps\uauxt.resource","378","12","12","0","0"
"right","resources\apps\uauxt_grid.resource","37","12","12","0","0"
"right","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","82","12","12","0","0"
"right","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","67","12","12","0","0"
"right","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","106","12","12","0","0"
"right","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","170","12","12","0","0"
"right","resources\apps\uauxt.resource","380","12","12","0","0"
"top","resources\apps\uauxt_grid.resource","36","12","12","0","0"
"top","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","66","12","12","0","0"
"top","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","105","12","12","0","0"
"top","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","169","12","12","0","0"
"top","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","81","12","12","0","0"
"top","resources\apps\uauxt.resource","379","12","12","0","0"
"tempo_ms","resources\core\sync.resource","86","14","14","0","0"
"tempo_ms","resources\core\sync.resource","95","14","14","0","0"
"tempo_ms","resources\core\sync.resource","54","14","14","0","0"
"tempo_ms","resources\core\sync.resource","71","14","14","0","0"
"empty","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","145","15","13","2","0"
"texto","resources\domains\pessoas.resource","78","15","15","0","0"
"texto","tests\90_examples\01_reuso_dados_pessoas.robot","16","15","15","0","0"
"rodape_texto","resources\apps\uauxt_grid.resource","562","16","16","0","0"
"rodape_texto","resources\apps\uauxt_grid.resource","586","16","16","0","0"
"rodape_texto","resources\apps\uauxt_grid.resource","570","16","16","0","0"
"rodape_texto","resources\apps\uauxt_grid.resource","565","16","16","0","0"
"rodape_texto","resources\apps\uauxt_grid.resource","606","16","16","0","0"
"rodape_texto","resources\apps\uauxt_grid.resource","573","16","16","0","0"
"rodape_texto","resources\apps\uauxt_grid.resource","578","16","16","0","0"
"UAUXT_GRID_PREFERRED_INDEX","resources\data\uauxt_grid_data.resource","12","16","16","0","0"
"idx","tests\90_examples\18_discovery_toolbar_buttons.robot","28","17","17","0","0"
"UAUXT_TIMEOUT_MENU","resources\data\uauxt_menu_data.resource","76","17","17","0","0"
"class_name","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","63","18","18","0","0"
"class_name","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","79","18","18","0","0"
"class_name","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","44","18","18","0","0"
"pessoa","resources\domains\pessoas.resource","55","18","18","0","0"
"pessoa","tests\90_examples\01_reuso_dados_pessoas.robot","15","18","18","0","0"
"pessoa","tests\90_examples\01_reuso_dados_pessoas.robot","9","18","18","0","0"
"total","resources\apps\uauxt.resource","166","18","18","0","0"
"total","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","57","18","18","0","0"
"total","tests\90_examples\18_discovery_toolbar_buttons.robot","23","18","18","0","0"
"total","resources\apps\uauxt_grid.resource","512","18","18","0","0"
"total","resources\apps\uauxt.resource","141","18","18","0","0"
"total","resources\apps\uauxt.resource","263","18","18","0","0"
"total","resources\apps\uauxt.resource","373","18","18","0","0"
"status","resources\apps\visual_studio.resource","33","21","21","0","0"
"status","resources\apps\compilador.resource","129","21","21","0","0"
"status","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","140","21","21","0","0"
"status","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","113","21","21","0","0"
"status","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","151","21","21","0","0"
"status","resources\apps\compilador.resource","127","21","21","0","0"
"status","resources\apps\uauxt_grid.resource","563","21","21","0","0"
"status","resources\apps\uauxt.resource","81","21","21","0","0"
"status","resources\apps\uauxt.resource","159","21","21","0","0"
"status","resources\apps\compilador.resource","99","21","21","0","0"
"UAUXT_MENU_LATERAL_DOCUMENTO","resources\data\uauxt_menu_data.resource","36","21","21","0","0"
"grid","resources\apps\uauxt_grid.resource","235","22","22","0","0"
"grid","resources\apps\uauxt_grid.resource","156","22","22","0","0"
"grid","resources\apps\compilador.resource","83","22","22","0","0"
"grid","resources\apps\uauxt_grid.resource","97","22","22","0","0"
"grid","resources\apps\uauxt_grid.resource","318","22","22","0","0"
"grid","resources\apps\uauxt_grid.resource","389","22","22","0","0"
"grid","resources\apps\uauxt_grid.resource","340","22","22","0","0"
"grid","resources\apps\uauxt_grid.resource","127","22","22","0","0"
"grid","resources\apps\uauxt_grid.resource","624","22","22","0","0"
"grid","resources\apps\uauxt_grid.resource","192","22","22","0","0"
"grid","resources\apps\uauxt_grid.resource","424","22","22","0","0"
"selected","resources\apps\uauxt_grid.resource","28","25","25","0","0"
"selected","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","77","25","25","0","0"
"selected","resources\apps\uauxt_grid.resource","84","25","25","0","0"
"selected","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","42","25","25","0","0"
"LINHA_ALVO","tests\90_examples\19_toolbar_imprimir_contas_pagar.robot","12","33","33","0","0"
"LINHA_ALVO","tests\90_examples\14_alterar_banco_conta_pagamento_grid.robot","9","33","33","0","0"
"LINHA_ALVO","tests\90_examples\13_abrir_vinculos_nota_fiscal_no_grid.robot","8","33","33","0","0"
"LINHA_ALVO","tests\90_examples\17_toolbar_manutencao_contas_pagar.robot","12","33","33","0","0"
"LINHA_ALVO","tests\90_examples\20_toolbar_imprimir_nota_debito_contas_pagar.robot","13","33","33","0","0"
"LINHA_ALVO","tests\90_examples\15_abrir_manutencao_processo_duplo_clique.robot","9","33","33","0","0"
"LINHA_ALVO","tests\90_examples\16_toolbar_vinculo_pl_contas_pagar.robot","12","33","33","0","0"
"json_output","resources\apps\uauxt_grid.resource","391","35","35","0","0"
"json_output","resources\apps\uauxt_grid.resource","518","35","35","0","0"
"json_output","resources\apps\uauxt_grid.resource","461","35","35","0","0"
"json_output","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","56","35","35","0","0"
"json_output","resources\apps\uauxt_grid.resource","129","35","35","0","0"
"json_output","resources\apps\uauxt_grid.resource","426","35","35","0","0"
"json_output","resources\apps\uauxt_grid.resource","158","35","35","0","0"
"json_output","resources\apps\uauxt_grid.resource","194","35","35","0","0"
"json_output","resources\apps\uauxt_grid.resource","99","35","35","0","0"
"json_output","resources\apps\uauxt_grid.resource","237","35","35","0","0"
"json_output","resources\apps\uauxt_grid.resource","481","35","35","0","0"
"json_output","resources\apps\uauxt_grid.resource","320","35","35","0","0"
"json_output","resources\apps\uauxt_grid.resource","499","35","35","0","0"
"json_output","resources\apps\uauxt_grid.resource","73","35","35","0","0"
"json_output","resources\apps\uauxt_grid.resource","535","35","35","0","0"
"json_output","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","28","35","35","0","0"
"json_output","resources\apps\uauxt_grid.resource","342","35","35","0","0"
"handle","resources\apps\uauxt_grid.resource","157","38","38","0","0"
"handle","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","78","38","38","0","0"
"handle","resources\apps\uauxt_grid.resource","627","38","38","0","0"
"handle","resources\apps\uauxt_grid.resource","193","38","38","0","0"
"handle","resources\apps\uauxt_grid.resource","319","38","38","0","0"
"handle","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","43","38","38","0","0"
"handle","resources\apps\uauxt_grid.resource","236","38","38","0","0"
"handle","resources\apps\uauxt_grid.resource","425","38","38","0","0"
"handle","resources\apps\uauxt_grid.resource","390","38","38","0","0"
"handle","resources\apps\uauxt_grid.resource","34","38","38","0","0"
"handle","resources\apps\uauxt_grid.resource","128","38","38","0","0"
"handle","resources\apps\uauxt_grid.resource","341","38","38","0","0"
"handle","resources\apps\uauxt_grid.resource","98","38","38","0","0"
"handle","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","62","38","38","0","0"
"ok","resources\apps\uauxt_grid.resource","114","42","42","0","0"
"ok","resources\apps\uauxt_grid.resource","256","42","42","0","0"
"ok","resources\apps\uauxt_grid.resource","355","42","42","0","0"
"ok","resources\domains\contas_pagar.resource","64","42","42","0","0"
"ok","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","67","42","42","0","0"
"ok","resources\domains\contas_pagar.resource","131","42","42","0","0"
"ok","resources\apps\uauxt_grid.resource","439","42","42","0","0"
"ok","resources\domains\contas_pagar.resource","145","42","42","0","0"
"ok","resources\domains\contas_pagar.resource","162","42","42","0","0"
"ok","resources\domains\contas_pagar.resource","109","42","42","0","0"
"ok","resources\apps\uauxt_grid.resource","205","42","42","0","0"
"ok","resources\apps\uauxt_grid.resource","24","42","42","0","0"
"ok","tests\90_examples\13_abrir_vinculos_nota_fiscal_no_grid.robot","22","42","42","0","0"
"ok","tests\90_examples\15_abrir_manutencao_processo_duplo_clique.robot","19","42","42","0","0"
"ok","resources\apps\uauxt_grid.resource","404","42","42","0","0"
"ok","resources\apps\uauxt_grid.resource","144","42","42","0","0"
"ok","resources\apps\uauxt_grid.resource","509","42","42","0","0"
"ok","resources\apps\uauxt_grid.resource","171","42","42","0","0"
"ok","resources\apps\uauxt_grid.resource","470","42","42","0","0"
"ok","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","39","42","42","0","0"
"ok","tests\90_examples\08_preencher_dvq_grid_processos_pagamento.robot","26","42","42","0","0"
"payload","resources\apps\uauxt_grid.resource","447","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","486","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","255","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","271","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","204","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","170","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","179","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","508","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","298","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","403","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","412","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","438","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","469","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","354","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","365","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","376","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","143","100","100","0","0"
"payload","tests\90_examples\08_preencher_dvq_grid_processos_pagamento.robot","21","100","100","0","0"
"payload","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","80","100","100","0","0"
"payload","tests\90_examples\07_inspecionar_elementos_contas_pagar.robot","38","100","100","0","0"
"payload","tests\90_examples\13_abrir_vinculos_nota_fiscal_no_grid.robot","18","100","100","0","0"
"payload","tests\90_examples\21_diagnosticar_estrutura_tela_uauxt.robot","66","100","100","0","0"
"payload","tests\90_examples\18_discovery_toolbar_buttons.robot","20","100","100","0","0"
"payload","tests\90_examples\15_abrir_manutencao_processo_duplo_clique.robot","18","100","100","0","0"
"payload","resources\domains\contas_pagar.resource","158","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","18","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","83","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","113","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","526","100","100","0","0"
"payload","resources\domains\contas_pagar.resource","141","100","100","0","0"
"payload","resources\domains\contas_pagar.resource","126","100","100","0","0"
"payload","resources\apps\uauxt_grid.resource","545","100","100","0","0"
